21796388,https://en.wikipedia.org/wiki?curid=21796388,Airbag (disambiguation),Airbag is a device designed to inflate rapidly in a collision.          Airbag may also refer to:,[]
28119781,https://en.wikipedia.org/wiki?curid=28119781,David Douglas (director),"David Douglas (born 1953) is a Canadian cinematographer, director and writer associated with many IMAX films including ""Fires of Kuwait"", an academy nominated documentary film.           Douglas was recipient of the Kodak Vision Award in 2002.","['American film directors', 'Living people', 'Place of birth missing (living people)', '1953 births']"
11512529,https://en.wikipedia.org/wiki?curid=11512529,Rosellinia pepo,Rosellinia pepo is a plant pathogen infecting cacao.,"['Fungal plant pathogens and diseases', 'Cacao diseases', 'Xylariales', 'Fungi described in 1908']"
30102847,https://en.wikipedia.org/wiki?curid=30102847,"Jan Marek (ice hockey, born 1947)","Jan Marek (born July 25, 1947) is a retired professional ice hockey goaltender who played three seasons (1979–82) in the Ice hockey Bundesliga (Germany) with the DEG Metro Stars.","['1947 births', 'American ice hockey goaltenders', 'DEG Metro Stars players', 'Living people', 'Ice hockey people from New York']"
5855113,https://en.wikipedia.org/wiki?curid=5855113,Spongdal,"Spongdal is a village in the municipality of Trondheim in Sør-Trøndelag county, Norway. It is the largest village in the Byneset district. It is located between Langørjan and Ringvål. The village has a population (2013) of 422. The population density is .","['Villages in S\xc3\xb8r-Tr\xc3\xb8ndelag', 'Geography of Trondheim']"
13725835,https://en.wikipedia.org/wiki?curid=13725835,1958 San Francisco Giants season,"The 1958 San Francisco Giants season was the franchise's inaugural season in San Francisco, California and 76th season overall. The Giants' home ballpark was Seals Stadium. The team had a record of 80–74 team finishing in third place in the National League standings, twelve games behind the NL Champion Milwaukee Braves.          ""Note: Pos = Position; G = Games played; AB = At bats; H = Hits; Avg. = Batting average; HR = Home runs; RBI = Runs batted in""          ""Note: G = Games played; AB = At bats; H = Hits; Avg. = Batting average; HR = Home runs; RBI = Runs batted in""          ""Note: G = Games pitched; IP = Innings pitched; W = Wins; L = Losses; ERA = Earned run average; SO = Strikeouts""          ""Note: G = Games pitched; IP = Innings pitched; W = Wins; L = Losses; ERA = Earned run average; SO = Strikeouts""          ""Note: G = Games pitched; W = Wins; L = Losses; SV = Saves; ERA = Earned run average; SO = Strikeouts""          All-Star Game","['San Francisco Giants seasons', '1958 Major League Baseball season']"
43294458,https://en.wikipedia.org/wiki?curid=43294458,Farwaniya Hospital,"Farwaniya Hospital () is the main public general hospital in Al Farwaniyah Governorate, Kuwait.",['Hospitals in Kuwait']
13029594,https://en.wikipedia.org/wiki?curid=13029594,Bangladesh Petroleum Corporation,"Bangladesh Petroleum Corporation (BPC) is a government agency in Bangladesh to import, distribute and market oil and petroleum products. Founded in 1976 by Presidential Ordinance, it had an annual import level of as much as 29 million barrels as of 2009.",['Oil and gas companies of Bangladesh']
8438322,https://en.wikipedia.org/wiki?curid=8438322,Anthony le Flamenc,"Anthony le Flamenc (, , , ; ) was an early 14th-century Frankish knight and lord of Karditsa (now Akraifnio) in the region of Boeotia, in the Duchy of Athens.          Anthony le Flamenc was of Flemish ancestry (as his surname indicates), and his forefathers had long been settled in the Holy Land before he rose to prominence in Frankish Greece. The eminent 19th-century scholar of the Frankish rule in Greece, Karl Hopf, suggested that he was the husband and co-ruler of Isabella Pallavicini, lady of the March of Bodonitsa until her death in 1286, after which he disputed the succession to the march with her cousin Thomas Pallavicini. However, as William Miller pointed out, this was pure conjecture lacking any basis in contemporary sources.          Le Flamenc is mentioned for the first time in 1303, when the French version of the ""Chronicle of the Morea"" records that the Duke of Athens Guy II de la Roche appointed him as his deputy (""bailli"") over Thessaly, a territory which had come under Guy's protection after its Greek ruler, Guy's uncle Constantine Doukas, died and left his underage son John II Doukas under Guy's tutelage. Anthony's son John, also received a post in Thessaly. Miller comments that it was possibly their experience with the Vlachs of the region that recommended them for such an important assignment. Anthony is also known to have had estates at nearby Koroneia and Patricio, possibly to be identified with the modern village of Ypsilantis, where a medieval tower is located.          Anthony was apparently held in high esteem: the ""Chronicle of the Morea"" calls him not only ""the wisest of the duchy"", but ""one of the wisest men in Romania [Latin Greece]"". Indeed, he is the sole member of the lower nobility of the Duchy of Athens to be mentioned in the sources.          He was a loyal follower of Matilda of Hainaut, the wife of Guy II. In 1305 he was among the witnesses to a deed relating to her property in the Low Countries (from which both of them hailed) and he was present with his son at her second engagement with Charles of Taranto in Thebes on 2 April 1309. In 1308, the Republic of Venice accused Anthony, Guy, Rocaforte, and Boniface of Verona of plotting to seize the Venetian colony of Negroponte.           On 15 March 1311, Anthony fought in the Battle of Halmyros against the Catalan Company and was one of the few survivors, though he was captured and held for ransom, as implied by the presence of his name in a list of correspondents of the Venetian authorities in 1313. Anthony built the Church of Saint George at Karditsa soon after his return from captivity, as attested by a donor's inscription, probably, as Miller suggests, commissioned by Anthony in fulfilment of a vow taken before the battle.","['13th-century births', '14th-century deaths', 'Christians of the Crusades', 'Medieval Thessaly', 'Medieval Boeotia', 'People of the Duchy of Athens', 'Flemish people', 'Lords of the Crusader states']"
3583097,https://en.wikipedia.org/wiki?curid=3583097,Usak,Usak may refer to:,['Turkish-language surnames']
30221885,https://en.wikipedia.org/wiki?curid=30221885,Steven Bennett (footballer),"Steven Bennett (born 21 November 1991), is an English footballer who played as a striker in the Football League.          He made his debut on 26 December 2010, in the Football League Championship match against Burnley which ended in a 2–1 defeat for the Tykes. He came on as a second-half substitute for Andy Gray.","['1991 births', 'Living people', 'English footballers', 'Sportspeople from Barnsley', 'Association football forwards', 'Barnsley F.C. players', 'The Football League players', 'Footballers from South Yorkshire']"
60967,https://en.wikipedia.org/wiki?curid=60967,Ortolan bunting,"The ortolan, or ortolan bunting (""Emberiza hortulana"") is a bird in the bunting family Emberizidae, a passerine family now separated by most modern scholars from the finches, Fringillidae. The name ""ortolan"" is French, from the Latin ""hortulanus"", the gardener bird, (from ""hortus"", a garden).          In September 2007, the French government announced its intent to enforce long ignored laws protecting the bird.          The ortolan is 16 cm in length and weighs . In appearance and habits it much resembles its congener the yellowhammer, but lacks the bright colouring of that species; the ortolan's head, for instance, is greenish-grey, instead of a bright yellow. The song of the male ortolan resembles that of the yellowhammer.          Ortolan nests are placed on or near the ground.          Seeds are the natural diet, but beetles and other insects are taken when feeding their young.          A native of most European countries and western Asia, its distribution throughout its breeding range seems to be very local, and for this no obvious reason can be assigned. It reaches as far north as Scandinavia and beyond the Arctic Circle, frequenting cornfields and their neighbourhoods. It is an uncommon vagrant in spring, and particularly autumn, to the British Isles.          The birds are caught with nets set during their autumn migratory flight to Africa. They are then kept in covered cages or boxes. This ""artificial night"" causes the birds to gorge themselves on grain (usually millet seed) until they double their bulk. ""Roman Emperors stabbed out ortolans’ eyes in order to make the birds think it was night, making them eat even more"". The birds are then thrown into a container of Armagnac which both drowns and marinates the birds.          The bird is roasted for 8 minutes and then plucked. The consumer then places the bird feet first into their mouth while holding onto the bird's head. The ortolan is then eaten whole, or without the head and the consumer spits out the larger bones. The traditional way French gourmands eat ortolans is to cover their heads and face with a large napkin or towel while consuming the bird. The purpose of the towel is debated. Some claim it is to retain the maximum aroma with the flavour as they consume the entire bird at once, others have stated ""Tradition dictates that this is to shield – from God’s eyes – the shame of such a decadent and disgraceful act"", and others have suggested the towel hides the consumers spitting out bones. This use of the towel was begun by a priest, a friend of Jean Anthelme Brillat-Savarin.          At one time, the island of Cyprus formed a chief depot for the exportation of ortolans, which were pickled in spices and vinegar and packed in casks containing from 300 to 400 each. In the early 20th century, between 400 and 500 casks were annually exported from Cyprus.          Ortolan hunting was banned in France in 1999, but the law was poorly enforced and it is thought that up to 50,000 ortolans were killed each year. According to France’s League for the Protection of Birds, France's ortolan population fell 30 per cent between 1997 and 2007. In 2007, the French government vowed to strictly enforce some existing rules about banning the practice, with the maximum fine set at €6,000 (£4,800). Killing and cooking ortolans is banned across the EU. In 2007, the pressure from France's League for Protection of Birds and from the European Union resulted in the French government promising to enforce the EU directive protecting the ortolan.          European Union member states prohibit:","['Animals described in 1758', 'Animal welfare', 'Birds of Africa', 'Birds of Asia', 'Birds of Europe', 'Birds of Azerbaijan', 'Birds of Armenia', 'Birds of Iceland', 'Birds of Pakistan', 'Birds of North Africa', 'Ceremonial food and drink', 'Emberiza', 'French cuisine', 'Force-feeding']"
24631291,https://en.wikipedia.org/wiki?curid=24631291,Vanča Vas,"Vanča Vas (, , Prekmurje Slovene: ""Vanča ves,"" ) is a village in the Municipality of Tišina in the Prekmurje region of northeastern Slovenia.          The writer Antal Stevanecz was born in Vanča Vas.",['Populated places in the Municipality of Ti\xc5\xa1ina']
2580908,https://en.wikipedia.org/wiki?curid=2580908,Picnic Point,Picnic Point may refer to:,[]
39821316,https://en.wikipedia.org/wiki?curid=39821316,Romanoa,"Romanoa is the generic name of two groups of organisms, and may refer to:",[]
1830710,https://en.wikipedia.org/wiki?curid=1830710,University of Ouagadougou,"Founded in 1974, the University of Ouagadougou (UO) is located in the area of Dagnöen Nord (pronounced dag-no-hen noor) in Ouagadougou, Burkina Faso. In 1995 a second campus for professional education known as the University Polytechnique of Bobo (UPB) was opened in the city of Bobo Dioulasso and a third campus for teacher training and for teacher trainers in Koudougou. In 1996 and in 2005, it became the University of Koudougou. The UO consists of seven Training and Research Units (UFR) and one institute.          The university had around 40,000 students in 2010 (83% of the national population of university students).          The University of Ouagadougou (2005A) consists of seven Training and Research Units (UFR), and one institute: UFR Languages, Arts and Communications; UFR Human sciences; UFR Legal and Politic Sciences; UFR Economic Sciences and Management; UFR Applied Sciences; UFR Health Sciences; UFR Life and Hearth Sciences and Burkinabé Institute of Arts and Crafts. It combines the advantages of faculty (fundamental teaching) and those of an institute (professionalization).          The education system used is the modular educational system based on academic credits, which combines fundamental training and professional training.          For the UFR Languages, Arts and Communications (UFR/LAC) there are two courses: courses in Arts and Communications and courses in letters, languages and linguistics. The unit was created in 2000 and trains students in languages, letters, arts, culture, communication and journalism. The UFR has 2440 students and, for admission, students should have the level of secondary education. For those who do not have that level, an exam is taken.           Students of the faculty take the DEUG (university diploma) after the first cycle, the bachelor’s degree and master in communication and journalism and in interpreting after the 2nd cycle. The last one is the postgraduate diploma and the PhD in linguistics and modern letters taken after the third cycle.          The UFR Human Sciences (UFR/SH) is made up of two branches: History-Geography and Archaeology. It includes four departments and two projects. It has 82 teachers for 4004 students and five student laboratories. The degrees that students take during their studies or at the end are: the DEUG, the bachelor’s degree, the master and the PhD according to their major.          The UFR Legal and Politic Sciences (UFR/SJP) was created in 1975 with two sections: one in Law and Political Science, and the other in Criminology. The UFR trains jurists for the private and public sectors, to promote research in the legal domain, to publish work and researchers publication. For the 2004-2005 academic year there are 25 teachers for 3189 students. The UFR/SJP awards the following degrees: DEUG I, DEUG II, (university diploma) Bachelor’s degree, Master, DESS (postgraduate diploma) and soon DEA and PhD.          The UFR Applied Sciences (UFR/SEA) was created in 2000. It has three departments - Mathematics and Computer, Physics and Chemistry) and 12 laboratories which are available for the students. Like the other UFR, the UFR/SEA awards the same degrees according to the students major.          The UFR Health Sciences (UFR/SDS) was created in 1980 and the UFR Life and Heart Sciences (UFR/SVT). The first one has three branches: courses in medicine with five departments; courses in pharmacy with three departments and health of superior technicians. The faculty prepares doctors, pharmacists, dental surgeons and qualified technicians for hospitals and clinics. The UFR/SDS has 11 laboratories. Diplomas delivered are: the degree of doctor State in Medicine, the degree of doctor State in Pharmacy, the professionalized licence in biomedical analyses, the certificate of special studies in general surgery, obstetric- gynecology, paediatrics and psychiatry. Concerning the UFR Life and Hearth Sciences (UFR/SVT), it is composed of two sections: the courses life sciences and the courses earth sciences. The same degrees are delivered as the other faculties. The UFR Health Sciences has 21 laboratories.          The UFR Life and Earth Sciences (UFR/SVT)is composed of four departments: Biology and Animal Physiology, Biology and Plant Physiology, Biochemistry and Microbiology, and Geology. It houses the largest plant collection for Burkina Faso, the Herbarium of the University of Ouagadougou.          The institute has the following branches: Secretariat of direction, bilingual secretariat of direction, finance- accounting/ commercial management, bank- insurance, control sciences and data-processing technology methods applied to management. Telecommunication, architecture and town planning and civil engineering are other segments that will be opened soon.          The institute gives students two years of theoretical and practical teaching. At the end of two years students get the DUT degree.","['Universities and colleges in Burkina Faso', 'Ouagadougou', 'Forestry education', 'Educational institutions established in 1974', 'University of Ouagadougou']"
3413059,https://en.wikipedia.org/wiki?curid=3413059,Fire Emblem: Path of Radiance,"Fire Emblem: Path of Radiance, known in Japan as Fire Emblem: Sōen no Kiseki, is a tactical role-playing video game developed by Intelligent Systems and Nintendo SPD, and published by Nintendo for the GameCube in 2005. It is the ninth main installment in the ""Fire Emblem"" series, and the third to be released in the west. As with previous installments, gameplay revolves around positioning characters on a battlefield with the aim of defeating an opposing force. If characters are defeated in battle, they are removed from the rest of the game.          The story, taking place in a separate world from other ""Fire Emblem"" games, is set in Tellius, a continent inhabited by the humanoid Beorc and the shapeshifting Laguz. Protagonist Ike, a new member of his father's mercenary group, finds a mysterious woman named Elincia Ridell Crimea during a mission. Crimea is invaded by the Beorc nation of Daein. During the group's flight, Ike's father is killed by a Daein general known as the Black Knight. Together with Elincia, who is the last remaining heir to the Crimean throne, Ike and his group travels Tellius to form allegiances with the other countries to free Crimea from Daein's control, confronting racial tensions and long-standing resentment between the Beorc and the Laguz during their travels.          ""Path of Radiance"" began development for the GameCube after the overseas success of the Game Boy Advance game ""Fire Emblem"", becoming the first home console entry in the series since '. The game is the first entry in the series to feature 3D graphics, full motion cutscenes, and voice acting. The series' transition to 3D caused multiple difficulties for the developers. The localization team worked closely with Intelligent Systems to ensure the localization was as true to the original Japanese as possible. Upon release, the game received widespread critical acclaim for its gameplay and story, but several journalistic sites and magazines made negative comments about the game's graphics. The game debuted at the top of Japanese gaming charts, and was considered to have sold well. A direct sequel for the Wii, ', was released in 2007 in North America and Japan, and 2008 in Europe and Australia.          ""Fire Emblem: Path of Radiance"" is a tactical role-playing video game in which players control protagonist Ike and a group of up to 19 characters across multiple battle scenarios. At the game's opening, multiple difficulty settings can be chosen: in the Japanese version the options are Normal, Hard and Maniac modes, while the western versions have Easy, Normal and Hard modes. Characters who fall in battle cannot be revived, being removed from the rest of the game, and no revival items can be used on them during a battle. If Ike falls in battle, the game will end and the level must be restarted. Between battles, characters can be managed at a Base. In this location, weapons can be managed and forged, and bonus experience points earned in battle can be given to characters. Characters' skills can be tailored to a degree, but skills inherent to a particular character cannot be removed or changed, and the amount of skills awarded is limited by the character's skill limit.          During battle, players have access to two species: the humanoid Beorc and the shape-shifting Laguz. Beorc use weapons and magic, while Laguz use close-quarters melee attacks. Laguz have a gauge which fills up during battle, filling at varying speed depending on their status and whether they are under attack. When full they transform into their animal form for a set number of turns. They are unable to attack while in human form, but the time between transformations can be shortened using special items. Playable Beorc characters are each assigned a character class. These classes affect how characters can move on the battlefield, and some are exclusive to certain characters: for example, the Ranger class is exclusive to Ike. Laguz units also have different movement speeds and strengths depending on their transformed form.          Characters used in battle gain experience levels, with larger amounts of experience being awarded depending on a character's performance in battle: once they have 100 experience points, a character automatically levels up. At level 21, a character's class is automatically upgraded. This upgrade can happen at level 10 if the player uses an item called a Master Seal. Once the class changes, the character is reset to level 1, while carrying over all the stat increases aggregated up to that point. Bonus experience is awarded by fulfilling secondary requirements outlined at the beginning of the level.          There is also a Support system, accessible through the Base, where player characters can talk with each other and improve their relationships. These actions improve affinity with a character and grant stat boots in battle. Supports are ranked from C to A, with A being the highest rank.          Battles take place on a grid-based map, with multiple units attached to various sides: the player team, the enemy team, allied characters, and other unaffiliated characters. A character's class (animal form for the Laguz) and the map's terrain can effect how far they can move and how far ranged attacks can be. Gameplay is turn-based, with the player moving, then other factions, with the aim being the defeat of the opposing side. Each turn ends automatically when each character is given their orders. The player can also manually end their turn. The standard commands battling including attacking units, using items, rescuing characters, trade items with other allied characters, and wait until a later turn to receive a command. Special commands include talking to characters in battle, opening chests and visiting places on the map, stealing items, and having characters escape from the map. Ike has the exclusive ability to command all free characters, and the level immediately ends if he escapes.          The series' Weapon Triangle mechanic is present, in which the three main close-combat weapons are strong or weak against each other: axes are strong against lances, lances are strong against swords, and swords are strong against axes. Other similar mechanics exist, such as fire magic being more damaging to some beasts, and arrows being more effective against airborne enemies. Weapon durability decreases over time, with weapons eventually breaking when used enough. Weapons have different levels of strength, with its assigned letter (E to A and S) denoting this. Weapons can also be customized with a unique name. Magic is governed by a similar system to the Weapons Triangle; fire is weak to wind, wind is weak to thunder, and thunder is weak to fire.          As with previous ""Fire Emblem"" games, ""Path of Radiance"" takes place in a continuity and setting separate from the rest of the series. The game's setting is the continent of Tellius, inhabited by two species: the humanoid Beorc, and the shape-shifting Laguz. According to legend, the goddess who made the world created Beorc in her image, and created the Laguz to fill the gap between herself and beasts. The two races have struggled to coexist, leading to racial tensions and conflict on both sides. By the events of ""Path of Radiance"", Tellius is divided into seven nations which remain at peace. A key item in Tellius is Lehran's Medallion, the world's incarnation of the recurring Fire Emblem. It is a bronze medallion said to contain a dark deity who brought chaos to the world 800 years before and caused all the world but Tellius to be engulfed by the sea. To prevent the dark god being freed, war must be prevented in Tellius.          There are forty six characters encountered through the story that can be recruited, each offering their own contribution to the story. The majority of the main cast comes from the Greil Mercenaries group, led by its founder Greil. The protagonist is Ike, Greil's son. He is accompanied on his travels by Mist, his sister, and Elincia Ridell Crimea, the lost heir to the Crimean Throne. Other Beorc characters include Titania, a former knight of Crimea; and Soren, a mage and tactician. The Laguz characters include Lethe, a cat Laguz with a strong hatred of Beorc; and Caineghis, a lion Beorc who wishes for peaceful co-existence. The antagonists are Dainen generals called the Four Riders, which include the Black Knight, and King Ashnard, the ruler of Daein.          The game opens with Greil recruiting Ike into his mercenaries upon recognizing the threat of Daein. While on a mission, Ike finds a woman who is revealed to be Elincia Ridell Crimea, a princess who was raised in secret due to her existence being a threat to the Crimean order of succession. Daein invades shortly after this, and Greil's mercenaries flee over the border into Gallia. They are pursued by the Black Knight who kills Greil. Ike and Elincia decide to work together and drive the forces of Daein from Crimea. Over the course of the game, Ike and his companions overcome long-held racial tensions between the Beorc and Laguz in order to form an alliance against their true enemy, Ashnard, king of Daein. In particular, Ike manages to re-establish relations between the Beorc nation of Begnion and the few remaining members of the heron Laguz clan, which was annihilated in an act of genocide known as the Serenes Massacre. During the course of their journey, they discover that Ashnard is provoking the war to try and release the dark deity contained inside the Medallion, using Daein's invasion as a template for his plan. In the final assault, Ike and his mercenaries manage to defeat both the Black Knight and Ashnard, thwarting his scheme. With Ashnard defeated and the Daein occupation ended, Elincia is crowned as Crimea's new queen, who works to make the land a place where Beorc and Laguz can live in peace.          Development on ""Path of Radiance"" began at Intelligent Systems after the international success of the first localized game in the series, released overseas under the title ""Fire Emblem"". Due to high development costs, the team had been unwilling to develop a title for the GameCube, but after ""Fire Emblem""s success overseas, they decided to return from portable to home consoles for its next release. Nintendo SPD was also involved in development. ""Path of Radiance"" was the first ""Fire Emblem"" to have 3D in-game graphics, full-motion video cutscenes and voice acting. It was also the first home console game since """" for the Super Famicom. Transitioning from 2D graphics to 3D graphics was one of the biggest challenges during development, especially the transition from the tilted overhead view to a unit-to-unit battle in third-person. One of the features left out due to this process was a dedicated battle arena. At the same time, they introduced the base as members of the development team wanted a place where characters could interact separate from the battlefield. As there was no combat gameplay involved, other types of activity were created, such as special support conversations. To make moves in battle and cutscenes realistic, the team used motion capture, then made sure it appeared a little over the top so the fantasy feeling of the ""Fire Emblem"" series remained intact. By the end of development, Narihiro had some regrets about the quality of the game, saying in an interview that he considered it to be only 70% complete when released.          The character designs were done by Senri Kita, an artist new to the series. In contrast to previous ""Fire Emblem"" games, where the protagonist was of royal blood, the main character Ike was intended to be of lower social rank, a mercenary who becomes involved in royal politics and conflict rather than being born into it. Ike was born from the many ideas for new directions being suggested for the new 3D game, with many people wanting the protagonist everyone could empathize with. His status as a mercenary was a highly requested character trait by male staff. A character that returned from previous games was Jeigan, who was this time designed as a female character. Designing all the characters to be unique under the new conditions proved a challenge. This also resulted in higher-quality character artwork being produced during the initial design stages. The full-motion videos were created by Japanese animation studio Digital Frontier. Introducing the cutscenes into the game proved challenging for the team. The game's subtitle does not refer to a specific object or place, but instead acts as a metaphor for the journeys of Ike and other characters.          A new ""Fire Emblem"" title was first announced in April 2004, with the full reveal coming in an issue of ""Weekly Shōnen Jump"". The game's title, story details and chosen platform were announced in ""Weekly Shōnen Jump"", with a release date announced as some time during 2004. The game was first shown publicly by Nintendo at their Nintendo World Touch DS event in early 2005. The version of the game displayed there was an early model, and between its reveal and release, it underwent some changes to improve the usability and quality. As a pre-order bonus, Nintendo created a special CD containing selected tracks form the game, and a special calendar commemorating the series' 15th anniversary. The first western demonstration of the title was at E3 2005. It was the third ""Fire Emblem"" title to be localized, after ""Fire Emblem"" and """". Players with save data from the Game Boy Advance ""Fire Emblem"" games are able to connect with ""Path of Radiance"" and access concept art and special maps revolving around characters from those games.          The localization of ""Path of Radiance"" was handled by Nintendo of America's localization branch Nintendo Treehouse. During the process, the team worked closely with Intelligent Systems staff members. The biggest challenge for the team was translating from Japanese to English, which required staff from Japan to come over and check their work. When translating the dialogue, the localization team wanted to preserve the story's depth and serious tone, despite often having a limited text and character space for interaction and expression. While they had the option to add extra text boxes, this would potentially have made going through conversations tedious for players, so they worked to match the number of text boxes used in the Japanese version. Some character names, such as Eirika and Noel (originally Eirik and Knowl) were changed so they could be pronounced more easily while retaining their original meanings. The western version's difficulty was also toned down: the Japanese version's Maniac setting was removed, Hard Mode was toned down, and a new Easy was introduced. These adjustments were based on both western test player feedback, and feedback from Japanese players complaining about the game's high difficulty. The amount of dialogue and text that needed translating was estimated at less than that in ""Animal Crossing"", but still enough to take several months to complete. Due to its serious nature, the team needed to take a different approach to its localization than other Nintendo titles. As far as possible, the team remained faithful to the original script, aside from pieces like jokes which would not have made sense to people unfamiliar with Japanese humor. While most of the time they refrained from putting out-of-context remarks in character dialogue, an exception was Anna, a recurring ""Fire Emblem"" character who featured in optional tutorial missions. As she existed outside the game to a degree, they had more freedom to have her make pop culture references.          In Japan during its opening week, ""Path of Radiance"" sold over 100,357 copies, selling through 64.16% of its initial shipment. By the end of 2005, the game had sold 156,413 copies. In its UK debut, it reached the top of the GameCube charts. Although no exact sales figures have been published, Nintendo cited the game as being among its successful GameCube titles for 2005. According to the developers, the fact that it was released near the end of the GameCube's lifespan affected sales, but it still managed to help sell the hardware and convinced Nintendo that the ""Fire Emblem"" had selling power on home consoles.          Reception of the game was generally positive: on aggregate sites GameRankings and Metacritic, it received scores of 85% and 85/100 based upon 47 and 42 critic reviews respective. In IGN's GamerMetrics List for 2005 and GameSpot's 2005 Readers' Choice award, ""Path of Radiance"" was at #2 in their respective lists behind ""Resident Evil 4"". The game was among those nominated at the 2006 Golden Joystick Awards in the ""Nintendo Game of the Year"" category. The game was named by GamesRadar was one of the best GameCube games of all time in 2014, and Destructoid listed it among the five best ""Fire Emblem"" games in the series in 2013.          ""Famitsu""s reviewers each praised the gameplay, story, and the introduction of full-motion movies. One reviewer cited it as the series' new exemplar, while another pointed out rough edges in the graphical redesign and that the new 3D perspective made seeing some parts of the map difficult. 1UP.com's Shane Betternhausen was positive overall, saying ""[""Path of Radiance""] delivers a superbly paced and rewarding adventure"". RPGamer's Chris Privitere said ""While Fire Emblem: Path of Radiance doesn't necessarily add anything new to the tactical genre, it does everything very well"", recommending it to players while stressing the need for patience. Peer Schneider of IGN called the game ""yet another worthy installment in Intelligent Systems' venerable strategy RPG series"". RPGFan reviewer Mark Tjan said that while not the best ""Fire Emblem"" game he had played, ""it's certainly a good game and worth picking up if you're searching for an SRPG worth your time and money"". Nintendo World Report's Karl Castaneda was also highly positive, though commenting that its graphical quality were more suited to the early days of the GameCube's life and that it might have been a great success if released during that period. Eurogamer's Tom Bramwell, despite feeling that the game was flawed by inherent problems in the ""Fire Emblem"" formula, enjoyed the game and was willing to replay once he had finished. Greg Kasavin, writing for GameSpot, saying that ""by replacing the traditional random battles that typify most Japanese role-playing games with a fun and exciting turn-based combat system, and by going out of its way to deliver a memorable and genuinely emotional story, Fire Emblem: Path of Radiance accomplishes what all role-playing games attempt, but very few actually manage to do"". The majority of praise went to the game's story and gameplay, while criticism was focused on the graphical quality.          The team's successful return to a home console convinced them to carry on the story of Tellius in another home console release. The next entry, """", began development in May 2005 for the Wii. It was released in 2007 in Japan and North America, and 2008 in Europe and Australia. Protagonist Ike has also appeared as a playable fighter in ""Super Smash Bros. Brawl"" and ""Super Smash Bros. for Nintendo 3DS and Wii U"".","['Role-playing video games introduced in 2005', 'Video games with cel-shaded animation', 'Fire Emblem video games', 'Nintendo GameCube games', 'Nintendo GameCube role-playing games', 'Nintendo GameCube-only games', 'Tactical role-playing video games', '2005 video games']"
18771748,https://en.wikipedia.org/wiki?curid=18771748,Who Goes There,Who Goes There may refer to:,[]
46903258,https://en.wikipedia.org/wiki?curid=46903258,The Guard from Underground,", also known as Security Guard from Hell, is a 1992 Japanese horror film directed by Kiyoshi Kurosawa. It was released in Japan on June 13, 1992.          It was chosen as the 10th best film at the 2nd Japan Film Professional Awards in 1993.           On ""Midnight Eye"", Nicholas Rucka said that ""notwithstanding the low-budget nature of the film, it brims with atmosphere.""           ","['1992 horror films', 'Films directed by Kiyoshi Kurosawa', 'Japanese films', 'Japanese horror films']"
23569508,https://en.wikipedia.org/wiki?curid=23569508,Variational bicomplex,"In mathematics, the Lagrangian theory on fiber bundles is globally formulated in algebraic terms of the variational bicomplex, without appealing to the calculus of variations. For instance, this is the case of classical field theory on fiber bundles (covariant classical field theory).          The variational bicomplex is a cochain complex of the differential graded algebra of exterior forms on jet manifolds of sections of a fiber bundle. Lagrangians and Euler–Lagrange operators on a fiber bundle are defined as elements of this bicomplex. Cohomology of the variational bicomplex leads to the global first variational formula and first Noether's theorem.          Extended to Lagrangian theory of even and odd fields on graded manifolds, the variational bicomplex provides strict mathematical formulation of classical field theory in a general case of reducible degenerate Lagrangians and the Lagrangian BRST theory.","['Calculus of variations', 'Differential equations', 'Differential geometry']"
12015365,https://en.wikipedia.org/wiki?curid=12015365,Edwin ap Hywel,"Edwin ap Hywel (died ) was a 10th-century king of Deheubarth in Wales of the High Middle Ages.          One of three sons of Hywel Dda, he divided his father's realm with his brothers Rhodri and Owain according to Welsh law. The sons of Idwal were able to reclaim Gwynedd for its traditional dynasty, however. In 952, two of Idwal's sons, Iago and Ieuaf, invaded Deheubarth and penetrated as far as Dyfed. The sons of Hywel retaliated by invading the north in 954, reaching as far north as the Conwy valley before being defeated at Llanrwst and being obliged to retreat to Ceredigion.          His brother Rhodri predeceased him and his brother Owain survived him. The kingdom would later be ruled by Owain's descendants.","['Monarchs of Deheubarth', '950s deaths', '10th-century Welsh monarchs', 'Year of birth unknown']"
34558127,https://en.wikipedia.org/wiki?curid=34558127,"Monegasque general election, 1978","General elections were held in Monaco on 15 February 1978. The result was a victory for the National and Democratic Union, which won all 18 seats in the National Council.","['Elections in Monaco', '1978 elections in Europe', '1978 in Monaco']"
47092282,https://en.wikipedia.org/wiki?curid=47092282,Carenum virescens,Carenum virescens is a species of ground beetle in the subfamily Scaritinae. It was described by Sloane in 1894.,"['Carenum (genus)', 'Beetles described in 1894']"
